date,open,high,low,close,volume
2019-10-12,346.7521378569371,353.30909254062374,341.45350144596534,348.118933480245,1996735.27027027
2019-10-14,406.0,406.46,393.87,395.05,1764060.0
2019-10-15,395.04,399.3,390.3,395.0,1251475.0
2019-10-16,396.5,416.5,396.0,412.3,2532829.0
2019-10-17,411.0,415.0,407.5,412.4,1097905.0
2019-10-18,417.0,425.0,413.0,415.02,1528042.0
2019-10-21,416.5,419.0,402.5,407.56,1666284.0
2019-10-22,412.0,417.0,410.0,417.0,1415313.0
2019-10-23,417.03,422.0,405.2,407.28,1513637.0
2019-10-24,427.0,430.0,413.77,418.97,3277598.0
2019-10-25,418.62,425.37,415.21,422.17,1680690.0
2019-10-28,423.01,437.37,419.1,436.18,2208138.0
2019-10-29,434.76,451.45,434.76,448.61,1859124.0
2019-10-30,449.8,449.99,442.0,446.5,1417126.0
2019-10-31,448.0,458.0,448.0,455.21,1574964.0
2019-11-01,456.0,477.5,450.0,475.8,2087922.0
2019-11-04,475.5,479.5,472.0,474.76,1734303.0
2019-11-05,474.7,481.99,471.01,477.3,1554025.0
2019-11-06,477.0,485.96,475.05,476.6,1324851.0
2019-11-07,476.6,479.0,470.0,478.6,1394295.0
2019-11-08,484.0,486.7,473.01,476.42,1297277.0
2019-11-11,473.7,479.5,464.14,464.14,2182783.0
2019-11-12,465.99,475.59,461.13,471.92,1815067.0
2019-11-13,472.95,494.0,472.94,494.0,2560397.0
2019-11-14,494.44,496.0,490.5,494.04,1674979.0
2019-11-15,494.12,496.76,483.96,485.9,1568561.0
2019-11-18,485.9,485.9,466.07,478.0,2708680.0
2019-11-19,478.0,495.5,475.31,483.93,2186978.0
2019-11-20,486.0,491.98,483.0,486.9,1499205.0
2019-11-21,487.5,488.99,474.3,477.96,1723074.0
2019-11-22,480.01,483.45,441.58,453.88,4340616.0
2019-11-25,453.0,462.12,431.0,457.0,4189313.0
2019-11-26,465.0,466.0,455.55,462.85,2697261.0
2019-11-27,464.0,465.0,455.0,456.99,2054909.0
2019-11-28,459.88,464.11,451.23,463.73,1525847.0
2019-11-29,461.0,461.0,426.0,439.0,3701148.0
2019-12-02,431.01,434.8,420.0,429.8,4516815.0
2019-12-03,426.55,426.96,410.0,420.9,4032966.0
2019-12-04,425.0,437.53,420.1,435.17,3077483.0
2019-12-05,437.27,450.0,435.88,444.9,2251364.0
2019-12-06,450.0,452.02,440.02,445.99,1697357.0
2019-12-09,446.0,446.28,421.01,428.98,3251324.0
2019-12-10,424.45,440.68,424.02,438.0,2294299.0
2019-12-11,439.8,441.61,435.0,440.09,1237092.0
2019-12-12,442.0,443.37,431.0,433.68,1823635.0
2019-12-13,431.51,446.65,431.51,445.0,2255876.0
2019-12-16,451.37,462.0,448.72,454.48,2821814.0
2019-12-17,453.9,453.9,438.01,444.97,3058931.0
2019-12-18,441.95,442.0,431.69,433.87,2581383.0
2019-12-19,432.86,436.87,423.36,433.9,1696509.0
2019-12-20,434.77,434.77,423.57,424.47,1788003.0
2019-12-23,422.11,433.88,422.11,423.85,1629071.0
2019-12-24,425.0,425.94,415.36,421.94,1660342.0
2019-12-25,418.84,428.95,415.53,425.55,1491324.0
2019-12-26,427.98,428.5,423.2,426.69,1203894.0
2019-12-27,438.0,443.33,431.35,435.0,3063041.0
2019-12-30,434.9,439.07,422.37,435.89,1846183.0
2019-12-31,436.87,452.82,434.63,447.0,2562568.0
2020-01-02,453.0,453.32,441.95,442.4,2159454.0
2020-01-03,460.0,473.37,456.09,472.0,4610905.0
2020-01-06,470.11,490.5,470.03,475.63,3534207.0
2020-01-07,477.74,490.27,474.0,489.78,2162443.0
2020-01-08,484.3,491.0,480.1,488.35,1372558.0
2020-01-09,490.0,492.94,483.1,488.4,1748284.0
2020-01-10,490.8,500.08,487.12,496.0,2242714.0
2020-01-13,493.7,499.98,491.5,493.86,1745281.0
2020-01-14,492.0,492.99,468.0,468.3,3896822.0
2020-01-15,469.77,490.99,468.7,486.7,2286118.0
2020-01-16,488.0,492.0,478.01,488.51,1551885.0
2020-01-17,491.0,502.96,487.6,493.0,2118064.0
2020-01-19,345.00530522712774,351.48057252742865,339.69606295754215,346.3302952905178,1996735.27027027
2020-01-20,499.44,515.0,495.52,513.11,1988065.0
2020-01-21,512.0,526.0,506.32,511.7,1904955.0
2020-01-22,513.1,520.86,503.4,517.0,1791850.0
2020-01-23,519.97,523.0,493.05,498.0,2307824.0
2020-02-03,452.0,477.95,448.2,448.2,4186384.0
2020-02-04,455.31,474.0,452.32,471.0,3430183.0
2020-02-05,471.9,473.7,458.39,466.55,3824157.0
2020-02-06,467.9,487.46,462.3,478.0,3620728.0
2020-02-07,477.0,483.16,465.7,472.51,2585048.0
2020-02-10,471.61,471.61,458.88,467.25,2546771.0
2020-02-11,467.99,486.6,465.48,483.83,2918121.0
2020-02-12,482.0,485.08,474.0,483.5,2234769.0
2020-02-13,480.27,480.98,465.2,469.3,2941101.0
2020-02-14,469.8,470.38,458.01,462.45,3189150.0
2020-02-17,460.99,464.23,454.1,463.44,3890577.0
2020-02-18,463.79,470.99,457.55,465.35,3220155.0
2020-02-19,465.0,476.0,456.0,472.18,3672294.0
2020-02-20,475.51,493.5,470.13,490.62,4214526.0
2020-02-21,486.26,493.24,483.2,489.0,2680423.0
2020-02-24,483.8,486.97,469.19,472.57,3806478.0
2020-02-25,465.0,478.21,463.57,472.58,3024018.0
2020-02-26,465.5,475.46,462.9,472.0,2656742.0
2020-02-27,475.0,492.4,470.01,484.3,3101875.0
2020-02-28,482.06,508.0,479.0,484.0,4557048.0
2020-03-02,487.0,496.68,468.28,486.0,3617599.0
2020-03-03,491.58,515.0,487.09,514.2,4287445.0
2020-03-04,513.9,513.95,505.1,512.92,2165100.0
2020-03-05,510.0,534.5,507.79,532.1,3341780.0
2020-03-06,530.99,544.4,525.0,528.0,2186683.0
2020-03-09,519.11,527.95,506.71,511.09,2835972.0
2020-03-10,509.91,519.14,498.78,514.35,2398563.0
2020-03-11,513.0,523.0,510.08,513.99,1648496.0
2020-03-12,507.9,507.9,484.0,486.99,3046006.0
2020-03-13,460.02,490.0,456.78,483.92,2536807.0
2020-03-16,484.0,488.6,451.5,453.0,2741076.0
2020-03-17,458.08,469.88,444.28,460.21,3404626.0
2020-03-18,466.0,478.6,456.11,457.0,2670978.0
2020-03-19,453.1,468.0,434.5,447.31,3614235.0
2020-03-20,455.0,474.15,447.5,463.0,2596113.0
2020-03-23,457.0,469.5,451.0,460.11,1952851.0
2020-03-24,470.0,480.61,467.0,479.0,2431078.0
2020-03-25,490.0,503.12,485.11,502.9,2774818.0
2020-03-26,502.9,502.9,502.9,502.9,1996735.27027027
